token,score
ib,9.346705431815153
caus,9.34946879889695
▁someth,9.350990255117454
▁somethi,9.350990255117454
▁somethin,9.350990255117454
▁something,9.350990255117454
fel,9.351724798124298
cle,9.3519115732258
▁righ,9.353894936348128
▁right,9.353894936348128
tai,9.354883717698897
▁ru,9.355381102934007
top,9.357257279381985
ber,9.35792970175176
▁fu,9.358604334023713
iz,9.358688695067942
ange,9.35966287755273
got,9.359923289180523
▁sw,9.360812366702383
nter,9.361095981435692
▁exp,9.361901462983571
mar,9.362076040141387
mm,9.362610541511092
tro,9.36324596422977
don,9.364682447795998
atc,9.365158196556573
atch,9.365158196556573
tru,9.367616592824092
nev,9.367811681208616
gg,9.369086012135567
ligh,9.37324864720509
light,9.37324864720509
▁long,9.375519675267455
cam,9.375651953710195
iti,9.376206283396762
ythi,9.37863464700348
rac,9.379899514975492
ythin,9.380506501807428
ything,9.380506501807428
▁wat,9.384459118809135
sio,9.384520438959857
cause,9.385079707955752
ris,9.385397367672674
sion,9.385774719695128
▁fel,9.386998029958603
neve,9.388021917746023
inte,9.388874751477946
beca,9.388929096744304
▁let,9.38925523037864
ars,9.392331549972154
ssed,9.393011613058757
pri,9.39333180284671
make,9.393499215592307
ase,9.395585124807303
▁beca,9.396084931461852
▁ni,9.396511971496958
never,9.396973890990596
▁roo,9.398551136584695
well,9.399057918230287
urne,9.401898449175002
sure,9.40358458888486
▁make,9.405477993907647
ngs,9.405686137479572
ari,9.406921153848442
ans,9.408787630286268
bed,9.40922382805342
▁ke,9.41059280177758
mov,9.411133507485756
call,9.41175605137575
▁lit,9.412223213762102
lif,9.41340135757068
▁ap,9.413990021626711
mos,9.414605053507907
rel,9.417465923640513
▁sha,9.417659798319784
dre,9.420742604189153
ens,9.420991360641972
▁bre,9.423392326676101
mat,9.424739540137343
two,9.426491002172256
rri,9.426491002172256
▁wel,9.430163607732565
hic,9.431765760400665
eh,9.432463725831479
feel,9.43291605566902
athe,9.433989975341907
▁feel,9.435313599762408
▁cu,9.435440744741063
ser,9.437249090977405
nig,9.438019390547893
lose,9.438514216769315
▁nev,9.44161625960621
▁neve,9.44161625960621
▁never,9.44161625960621
cro,9.443254095697604
bet,9.44359843975428
urned,9.444427264526354
wee,9.4458108067295
nigh,9.446019845850303
night,9.446019845850303
tti,9.446426542538838
llo,9.446491782872737
lar,9.44661459975484
dn,9.446785417058473
ndi,9.449178004066278
made,9.449256893533516
▁bet,9.455375316276797
ica,9.459770040763797
urs,9.459855604424185
▁ask,9.460310770567682
ros,9.460583191280346
mal,9.461165252709126
▁cal,9.461385317346698
len,9.461566468827815
▁made,9.464305266639935
▁two,9.46446154960619
brea,9.465431049529668
nts,9.4677491465964
most,9.468755195722714
bel,9.468884702459206
tea,9.471220663254119
part,9.471869964098001
eco,9.473280201550955
▁got,9.473524634782475
under,9.473859841992963
nal,9.474088636130519
ands,9.474118225401845
elt,9.47514255378172
clos,9.478297121171614
ence,9.480411001780935
▁ve,9.482515435279822
▁che,9.48281387207014
ife,9.483283592992901
▁tra,9.483361237613511
smi,9.483444861639938
litt,9.485613562645213
▁arm,9.486106561374799
tow,9.486589816205269
ina,9.486617780243519
uck,9.487950973858968
ork,9.488651262406457
▁qui,9.489283944458792
▁brea,9.49086940903027
era,9.491276703826038
▁tel,9.4946598426346
▁clos,9.496766258707835
hal,9.496883299906472
▁room,9.497353620752675
ttin,9.49928971412823
tting,9.49928971412823
▁lif,9.500633843885254
ened,9.500712847467804
shed,9.500751338653833
▁wher,9.502099464406005
▁where,9.502099464406005
pea,9.503154905607323
pul,9.503301131457471
gro,9.50509617027461
▁its,9.505356647356136
▁well,9.50641757115161
je,9.506419608556325
oy,9.508150864679301
tell,9.508477467947012
turne,9.510052784638612
turned,9.510052784638612
ffe,9.510764636178083
ali,9.511321378920012
muc,9.51176576739657
much,9.51176576739657
ecau,9.512653087083509
▁our,9.512938098070663
hai,9.513740255527324
▁muc,9.514126176795964
▁much,9.514126176795964
goo,9.514709446821332
cked,9.515624058159881
ated,9.515722762866325
ittl,9.518195613740746
ittle,9.518195613740746
▁litt,9.518669880646424
becau,9.518929791824275
becaus,9.518929791824275
because,9.518929791824275
ecaus,9.518929791824275
ecause,9.518929791824275
▁mov,9.51897518006914
omp,9.519891637982415
▁don,9.52003620126731
ich,9.520108490747466
littl,9.522911151281274
little,9.522911151281274
bri,9.52444092938871
▁ope,9.524532209635728
▁und,9.525144417494221
iou,9.526388665087577
▁littl,9.5268086104177
▁little,9.5268086104177
▁becau,9.527083125442882
▁becaus,9.527083125442882
▁because,9.527083125442882
mis,9.527266177334443
dl,9.52793418489674
▁goo,9.528692216632924
ein,9.529311146529176
▁ste,9.52962388303871
sn,9.530934269498042
ious,9.531251691366897
▁rem,9.532907258588555
llow,9.533309021327954
▁vi,9.533474376837443
ping,9.534349751231051
ings,9.535240571336976
▁unde,9.535767052181354
▁tow,9.536083913286577
▁bro,9.536728437321607
ged,9.537686543370665
came,9.537846316997005
▁day,9.538847585494212
close,9.539308590092425
good,9.539919380031273
▁under,9.541857420307592
▁knew,9.542296584467032
knew,9.542296584467032
ared,9.543137446167368
▁good,9.547611375874304
cont,9.54795749840301
mes,9.549647361224837
work,9.54984522998743
lace,9.550820252045245
aug,9.55279662786299
dde,9.5531552244734
▁close,9.553402901964413
▁na,9.555221793498058
▁come,9.555232490069487
hos,9.560620968102988
▁des,9.560711309334788
eak,9.562076024140433
augh,9.562274213295396
aki,9.562931534530387
▁smi,9.563097549534644
ness,9.563104018209547
xt,9.5631406748244
ush,9.563610861138994
ante,9.56403378627676
walk,9.565493820272405
▁hou,9.566906205588687
▁cam,9.56705772828383
fou,9.567356511717863
▁spe,9.56811469635697
has,9.570192900912085
ried,9.571340148513103
que,9.57255618952541
stu,9.573124472184023
comp,9.574464807424855
akin,9.575018901408132
aking,9.575018901408132
pres,9.575518721897863
open,9.576425147204413
mom,9.5764644806339
onc,9.577120265664846
▁mom,9.577546756667429
ese,9.57768020916018
try,9.577789609732672
bla,9.578115694432233
bot,9.579217289885834
ture,9.58106842335605
bod,9.581101353659069
atte,9.581283587606244
sou,9.582019447865544
oe,9.582406266158081
▁cont,9.58289659751536
ather,9.583875780602902
▁tell,9.58400127335476
ody,9.585120396149877
▁vo,9.585479750330355
▁open,9.588113808908382
mea,9.588113808908382
orm,9.5883105929275
irst,9.589764456265979
gn,9.590482208933537
▁har,9.590624048190005
giv,9.59175726817478
dar,9.595868469691881
fer,9.596485830017004
▁tal,9.596782387609881
mile,9.599947424331413
rest,9.600155501531042
mbe,9.600309909371685
col,9.600882993250135
pec,9.604526164322486
ains,9.604933030703965
firs,9.605628008561245
first,9.605628008561245
ster,9.60646982576557
uth,9.607310098531942
omen,9.607404757938452
▁smil,9.609351769620803
smil,9.609351769620803
oic,9.611977092934117
ater,9.61308264869038
▁sou,9.613422716888667
imp,9.61487497529187
▁firs,9.615088453488381
▁first,9.615088453488381
nded,9.617974878500068
ual,9.619046042638725
voi,9.61993347053642
ady,9.621566660976496
hair,9.622730937272491
▁mea,9.62304682939567
mot,9.623353660746165
opp,9.62340862555725
▁fou,9.62367891316323
oice,9.624510849479854
pas,9.626450135535531
plac,9.626790184845957
▁pul,9.627992772738983
mou,9.629288955168747
▁walk,9.629623057709075
eing,9.631062125884197
▁gro,9.632292972009493
ves,9.633284754629175
ctio,9.633520707893018
swe,9.63475458574751
ndin,9.635723308592423
nding,9.635723308592423
ction,9.63689723004203
anted,9.637538132156884
▁win,9.638335188435699
▁shi,9.638977013100076
▁work,9.639321349697152
wen,9.63959597331325
gla,9.639938194705893
orn,9.640615998972196
rge,9.641284936633273
cc,9.641359549752625
hor,9.641399190236758
wr,9.641494800222711
mpl,9.642318357265586
ext,9.642848311975033
rds,9.643053832538321
ces,9.643752451101156
▁bot,9.6444866432072
tart,9.64460360254525
▁am,9.646926908303893
rv,9.647023048283778
put,9.647414738361084
eav,9.649801026796805
sec,9.651799457435057
start,9.65233917691188
lov,9.653723981791977
▁ad,9.654217501696866
blo,9.655228915635675
ute,9.655382607733957
ini,9.65642834090707
▁start,9.658333342584951
stra,9.660201585734015
leas,9.660798164337866
hoo,9.661200045336562
ash,9.663035530701984
▁comp,9.663164212429356
less,9.663888952067383
felt,9.663941420717377
place,9.664392287570198
eem,9.665258808756912
took,9.665423604357002
▁took,9.665913374736164
▁dea,9.665927713092701
orr,9.666169106291127
▁giv,9.666267114220286
▁felt,9.667221400628831
happ,9.670087336319341
once,9.670228928900126
cen,9.676756708287327
▁call,9.67932312258366
enti,9.679538701164706
body,9.679751903218067
liv,9.681172795418416
▁hands,9.681626645323242
hands,9.681626645323242
lm,9.683040481718951
▁pull,9.684607266214943
pull,9.684607266214943
wante,9.685155246798484
wanted,9.685155246798484
▁gla,9.685506112025978
▁hap,9.68600582013372
▁happ,9.68600582013372
lip,9.68618870258105
nf,9.68663995566973
ept,9.687242757128361
fri,9.68981178430367
bb,9.690465482311135
ming,9.6913475499347
▁pas,9.691359806353695
last,9.691391673746123
may,9.691563284856157
▁turne,9.691940932995578
▁turned,9.691940932995578
▁wante,9.69264756704254
▁wanted,9.69264756704254
tand,9.693315402445942
tes,9.694418798634073
▁tri,9.69480244639112
stand,9.695080437037172
ions,9.695255143266632
ian,9.696227658106425
mber,9.69664403579903
▁wr,9.69698416515005
▁app,9.697990442133756
▁came,9.700703551220263
went,9.704019670883314
ues,9.705918124115188
ank,9.70606239482699
ung,9.706679511369622
bar,9.707463898374074
love,9.707897442755627
move,9.70840597564922
chin,9.709034520588427
yea,9.709119354526043
hit,9.710515157108047
rus,9.710797550859274
▁may,9.716248603375098
llin,9.716701059086146
bea,9.716884613376616
oma,9.718719492440831
cho,9.719694933829754
lling,9.720017769947829
mus,9.720095972500047
wing,9.720277627834779
▁bla,9.720365944432176
rp,9.721118213264905
why,9.721903903139735
▁sid,9.723003895032319
▁sec,9.723467012071282
word,9.724216551873763
▁side,9.725613308128633
▁seem,9.727489702803192
seem,9.727489702803192
▁bel,9.729214314811493
▁smile,9.72921686068495
smile,9.72921686068495
late,9.729336524049137
▁blo,9.72943583005303
lic,9.729835700164246
rep,9.730671613920123
roa,9.730952107386463
▁el,9.732113166862337
▁why,9.73358492772161
▁sin,9.734137396966196
emb,9.734534032986202
mer,9.734626177417544
▁sen,9.736191369511499
wai,9.736309306435892
ano,9.736501624730955
▁lov,9.738879167072758
▁gre,9.739622345105808
ears,9.743232936476726
ka,9.743847596392877
chan,9.744304962514672
nat,9.745225496696325
eci,9.746216793810728
lde,9.746447288222258
eam,9.746641566343657
rte,9.747795060196678
▁plac,9.74783396520233
▁inte,9.74820234092898
cat,9.748399555532842
▁voi,9.74856566116083
ek,9.749248541279595
spo,9.749697990581877
lp,9.750020263544664
▁yea,9.750462258247925
cur,9.75067032337306
▁has,9.750909651797834
▁nig,9.750927863914354
▁nigh,9.750927863914354
▁night,9.750927863914354
nne,9.751047551789336
tat,9.75227387652328
cra,9.753718232576045
whil,9.754318488355219
ower,9.754574359021827
rien,9.755052333672152
ail,9.755099359915416
tche,9.756864442345393
lay,9.75700840124145
cor,9.759361793648385
ild,9.759500864211176
voic,9.759647827709381
por,9.761102881519424
voice,9.76143148083495
▁ver,9.762512677201073
ift,9.763537077233249
tol,9.763737339683127
▁em,9.763750516250447
hous,9.76468913438881
ors,9.76470232350357
▁voic,9.76547814944082
▁voice,9.76547814944082
▁sk,9.765480789331951
ric,9.765660318280156
whic,9.767121509133029
which,9.767121509133029
hich,9.767121509133029
hile,9.767409771691966
sli,9.767684888684556
▁try,9.768547765452599
while,9.768847034628916
wed,9.77025718796493
ize,9.770901961540408
▁ce,9.773708779480863
eop,9.77452092928592
rit,9.775347069472925
▁stu,9.775448385244944
life,9.775776398805778
▁hol,9.776622263392476
stop,9.777156300243028
inu,9.777244443740699
▁wai,9.777778813050693
ili,9.77973972126089
ainst,9.781441575620418
mean,9.781444257991474
▁bod,9.781747412273837
▁whic,9.78249361686514
▁which,9.78249361686514
▁part,9.782584917523645
▁place,9.782877672904444
tab,9.783014679630076
▁sli,9.783170514016055
▁love,9.783616657036479
riv,9.783958117765764
gains,9.78398500938983
talk,9.784073756880419
▁col,9.784423444854717
set,9.785053191523609
wea,9.78563215471099
▁dar,9.785645622960267
agains,9.78630309403771
against,9.78630309403771
gainst,9.78630309403771
▁agains,9.787163309144518
▁against,9.787163309144518
sat,9.787837976491652
eft,9.78872653294306
lef,9.789826843817517
flo,9.790100081537386
nea,9.790774026291306
opl,9.791020440758977
peo,9.79106377265695
peop,9.79106377265695
peopl,9.79106377265695
people,9.79106377265695
eopl,9.79106377265695
eople,9.79106377265695
ople,9.79106377265695
hre,9.791903699009568
eady,9.792063635902606
▁stop,9.792285963565693
▁sure,9.793270764345225
▁life,9.793420061225062
nou,9.793884381228624
sig,9.794914257231833
mind,9.795055642261568
lot,9.795420072761363
give,9.796375293140184
nch,9.798242101699522
▁whil,9.798463078992958
▁las,9.799194561998124
▁peo,9.799292861686649
▁peop,9.799292861686649
▁peopl,9.799292861686649
▁people,9.799292861686649
ait,9.799380247300302
▁mean,9.799533190501318
left,9.799596013236068
yon,9.800396665824326
rni,9.800454075107423
nsid,9.800949025123474
nside,9.800949025123474
cas,9.80105570389874
used,9.80402264646926
▁lef,9.804648389216105
▁left,9.804648389216105
az,9.80720482457541
iste,9.808471717799804
rent,9.810576653587486
ele,9.810781037908054
tain,9.810902583526483
gen,9.811203748817388
nv,9.812002690607633
▁ow,9.812110555179618
▁tru,9.812149278633314
▁while,9.813652353575925
cla,9.814891389171684
oes,9.815110528343965
ert,9.817374075523576
thre,9.818038836936267
hose,9.818662278352969
hers,9.819247107891831
hard,9.819589809807212
▁bri,9.82069952072711
ern,9.82142233129152
▁put,9.821843979439373
▁bea,9.822184778700736
▁move,9.822777263661404
ske,9.822992545604693
run,9.823532352154496
ntr,9.828027119807293
ete,9.828755248226209
alo,9.828763685252945
alm,9.830982279552234
dri,9.832770870850815
ouse,9.83434487996706
bra,9.834474980767082
few,9.835114417631749
die,9.836289670623382
omi,9.838402933762149
▁few,9.838678412336913
esi,9.840458070691557
oki,9.840497907587928
rth,9.841596893272216
beh,9.842141138885738
sea,9.84252314252797
▁last,9.842842541148716
watc,9.843162041817536
watch,9.843162041817536
▁ja,9.844381075449094
ours,9.845870483348994
▁talk,9.847187354082337
wom,9.848460067455092
alle,9.849490316398667
ehi,9.849832053893037
▁beh,9.849969930648669
avi,9.850444027037033
oti,9.850852217293854
nor,9.851323855728474
unc,9.85195976932896
eck,9.85208066742928
▁watc,9.852550005685364
▁watch,9.852550005685364
▁ano,9.852734345978066
inge,9.853019564323283
▁thre,9.85378054452552
nse,9.853815148297912
ah,9.856460110122168
rob,9.85713691148078
usi,9.8576549449909
bei,9.859213556925322
▁hard,9.860803640710714
▁att,9.862198495087432
▁mou,9.862384622759919
eno,9.86308291023832
▁wom,9.864102120991571
eall,9.864964893576278
eally,9.864964893576278
▁give,9.86543156725152
dg,9.86618453757979
▁reall,9.866219573257792
▁really,9.866219573257792
reall,9.866219573257792
really,9.866219573257792
bein,9.866313007734014
being,9.866313007734014
rta,9.86659044277584
hout,9.8672127612389
anot,9.8672127612389
anoth,9.8672127612389
anothe,9.8672127612389
another,9.8672127612389
nothe,9.8672127612389
nother,9.8672127612389
spi,9.867215683835393
ders,9.867388132148823
mome,9.868388334027307
twe,9.869225528946483
▁anot,9.86980846647004
▁anoth,9.86980846647004
▁anothe,9.86980846647004
▁another,9.86980846647004
▁very,9.869826047754177
▁mome,9.869837768781995
▁momen,9.869837768781995
▁moment,9.869837768781995
momen,9.869837768781995
moment,9.869837768781995
oment,9.869837768781995
kee,9.870503162334053
ready,9.870541281979897
ral,9.870547146669773
▁tol,9.872322796091982
sam,9.872372735943848
esp,9.872837002147143
ken,9.872842880316211
▁bar,9.872860515030736
scr,9.87295457209405
ross,9.874357659999564
help,9.875052578875142
elp,9.875052578875142
▁bei,9.875229330186507
▁bein,9.875229330186507
▁being,9.875229330186507
ses,9.87525289938863
▁dri,9.875615345817566
ecti,9.876092914823571
mem,9.877211082207868
ily,9.877276027432497
▁mus,9.878478275515098
okin,9.878800499037542
oking,9.878800499037542
care,9.879424548011626
pic,9.880896005123025
ined,9.881133061828098
▁help,9.881233827947058
sma,9.881565835230553
ami,9.881972101221745
cros,9.882013626751052
owa,9.883812743709832
ince,9.884511292985216
dra,9.88603493048767
find,9.886091516420125
▁ear,9.886222569821594
tabl,9.88659497435255
▁flo,9.886672451921342
▁mat,9.887039061812292
cross,9.887155332042324
nyt,9.889301303649034
▁find,9.890263859698075
fic,9.890619821539136
eld,9.891487822587345
cer,9.891922105809723
reac,9.89231162359164
ole,9.892695297090205
ote,9.892923172898875
▁body,9.894348574390667
urse,9.894654925778102
▁war,9.89499141975443
irl,9.896254281566753
ibl,9.896826100538433
els,9.89706696427696
ivi,9.898456073105422
▁new,9.89893562794296
lowe,9.898992948623523
oved,9.899493890162654
esti,9.899566336213018
unti,9.899632749703434
eart,9.900650635277692
ane,9.900762454408852
▁told,9.901104033505115
told,9.901104033505115
owar,9.902919684914755
oward,9.902919684914755
rnin,9.903313510939627
rning,9.903313510939627
▁du,9.903395325030786
hind,9.903743867445106
eek,9.904365483636846
oot,9.9058194509617
rop,9.906664268905066
arl,9.906992664149936
aske,9.907166027350836
year,9.907789775121385
isi,9.907941967761033
nta,9.908310369828861
▁own,9.908639306179598
ial,9.909193869764469
▁anyt,9.909803635176127
anyt,9.909803635176127
rro,9.910773928415042
pai,9.910960161515307
emo,9.911222778587536
hop,9.91166266398005
rot,9.912001874417538
ette,9.91223725017156
inger,9.915320586840709
ws,9.916296250553463
ntl,9.916959508833962
tions,9.917042447058856
▁beg,9.917466461002363
beg,9.917466461002363
▁eno,9.917660092374938
▁kee,9.917859910080374
wl,9.918244287155938
sil,9.919204337447688
keep,9.91933672436867
hon,9.920951407237158
lder,9.921546785821425
rol,9.921944930902725
▁wen,9.922649017102078
▁went,9.922649017102078
behi,9.923214497767974
behin,9.923214497767974
behind,9.923214497767974
ehin,9.923214497767974
ehind,9.923214497767974
wait,9.923313412488111
ale,9.923634952916862
poi,9.923832875350469
▁behi,9.924157676721821
▁behin,9.924157676721821
▁behind,9.924157676721821
house,9.924513532644156
step,9.924711629062044
tep,9.924711629062044
▁hal,9.924795212759557
bit,9.926080804858765
▁towa,9.926090104315213
▁towar,9.926090104315213
▁toward,9.926090104315213
towa,9.926090104315213
towar,9.926090104315213
toward,9.926090104315213
▁lig,9.9270546174427
both,9.927740576873838
▁ligh,9.927902047498955
▁light,9.927902047498955
▁chi,9.929157439010332
ryi,9.929384447766692
ryin,9.929384447766692
rying,9.929384447766692
▁word,9.92942176920693
gan,9.930093793425094
outh,9.93062613307035
▁anyth,9.931632437355109
▁anythi,9.931632437355109
▁anythin,9.931632437355109
▁anything,9.931632437355109
anyth,9.931632437355109
anythi,9.931632437355109
anythin,9.931632437355109
anything,9.931632437355109
nyth,9.931632437355109
nythi,9.931632437355109
nythin,9.931632437355109
nything,9.931632437355109
▁both,9.931994081843817
rf,9.932954945447046
dro,9.935383052670417
pon,9.935386181449395
▁reac,9.936491252522748
ani,9.937591274728133
rde,9.939571855644783
ooki,9.940662692254792
lis,9.94103705737211
nic,9.941395824350515
▁mis,9.9418051017298
▁alo,9.94256113109975
press,9.94258949332316
▁chan,9.944185375907201
frie,9.944333739410684
mig,9.94480738723397
othi,9.944924254865716
ents,9.945170669222179
▁sma,9.945268619997254
▁dre,9.945913438711752
ches,9.945945058165307
▁cle,9.94629610125708
pene,9.947533640958524
saw,9.947672999655365
▁fri,9.947682502091949
▁men,9.947799706234775
table,9.947942270329458
othin,9.948230628732428
othing,9.948230628732428
▁saw,9.948655395830142
bes,9.949061312064755
pat,9.949499125163628
ign,9.950219713220033
ways,9.950527788119606
hot,9.95060402748584
▁mig,9.951748316022238
stre,9.953731669876403
frien,9.954066330700783
friend,9.954066330700783
riend,9.954066330700783
iend,9.954066330700783
cent,9.954394725887484
ount,9.955779635068623
uri,9.95578921485145
▁wait,9.956993805220756
▁year,9.958452758041188
ging,9.95970864920005
▁migh,9.959891397445613
▁might,9.959891397445613
migh,9.959891397445613
might,9.959891397445613
enou,9.960301901216466
alon,9.961862069106491
▁keep,9.961935964570147
asked,9.963312059956497
sked,9.963312059956497
ski,9.96404589391766
rch,9.964271301907075
kl,9.964577294040634
ntin,9.965389432329248
▁rel,9.965653841843082
▁mot,9.965882838275286
oon,9.965947353779997
▁enou,9.966092528885625
▁enoug,9.966092528885625
▁enough,9.966092528885625
enoug,9.966092528885625
enough,9.966092528885625
noug,9.966092528885625
nough,9.966092528885625
gue,9.966128019339504
port,9.969605732856587
dec,9.970159533285607
irt,9.97017573089646
mse,9.971384813097638
msel,9.971384813097638
lau,9.972319368343353
fat,9.972634328464537
▁va,9.972728511065183
lw,9.974470864332416
▁aske,9.974503399787931
▁asked,9.974503399787931
gge,9.97605983047141
owed,9.976170631267985
rry,9.976744384674086
▁rep,9.976959627099852
ipp,9.977543623971348
▁bed,9.978065921176855
tely,9.978810666348386
dge,9.979068843456046
pened,9.979206129314838
▁alon,9.97934997281336
reath,9.979827419984398
lwa,9.980115306506754
lway,9.981444584537925
arin,9.983002020624905
ookin,9.983087339817182
ooking,9.983087339817182
▁unt,9.983917941460149
breat,9.98407231896601
breath,9.98407231896601
ching,9.985196379901971
rap,9.985209534291757
hom,9.985906964683908
oint,9.986183439630127
rio,9.987402156636813
▁breat,9.988087925961665
▁breath,9.988087925961665
ache,9.988167083462043
▁ol,9.988299026555179
▁kin,9.988483776137544
loc,9.988635560261216
insi,9.991136713846288
▁bes,9.99192105746208
cte,9.992361486175216
▁insi,9.992537049427296
▁use,9.994994855854474
▁sea,9.997788358126707
fre,9.998128101057826
dark,9.998274692474496
fol,9.999224725797115
ntil,9.999638355571012
until,10.001772599968803
hings,10.002040119131458
sy,10.002705883639353
▁step,10.002782859878835
hang,10.003067388709383
elie,10.00331851080794
ega,10.003472563567966
▁pai,10.003891305105036
▁sig,10.004370560559037
ips,10.006051444676899
▁dark,10.006155544357474
nex,10.006498142395923
ool,10.006874463725016
hun,10.007371962794062
iff,10.008778399660544
tiv,10.009044431892423
yone,10.009155580240217
▁unti,10.009196000884392
▁until,10.009196000884392
emp,10.009431820544085
oppe,10.0095059467811
urt,10.010210420216364
▁hai,10.01100649923214
▁things,10.011175241428214
things,10.011175241428214
soun,10.011215743792544
sound,10.011215743792544
live,10.011766063447611
▁mos,10.012063294472613
erv,10.01331060101029
gri,10.013966991024247
▁rec,10.014600104933104
ffer,10.014965936288931
amp,10.0178022786327
poin,10.018176081194543
point,10.018176081194543
looki,10.019206460468643
lookin,10.019206460468643
looking,10.019206460468643
hee,10.02027196165282
mag,10.021324961008931
pan,10.021672796588515
yb,10.021839937104618
eni,10.023875151094742
▁jo,10.024107620191074
▁set,10.025198895740372
rted,10.026017278230889
trai,10.026623792625072
fron,10.026839759428729
front,10.026839759428729
ront,10.026839759428729
▁soun,10.027000907903396
▁sound,10.027000907903396
inter,10.027326712858855
gir,10.027868813133232
▁end,10.029414381952519
aring,10.029967932858094
full,10.03029126580441
thos,10.030408241769422
those,10.030408241769422
leav,10.03056996637342
esse,10.030711066646047
▁old,10.032078360977112
rate,10.033357801646455
▁tea,10.033796153657036
▁leav,10.034853130318885
▁dec,10.03487732259913
▁thos,10.03490842781945
▁those,10.03490842781945
▁hous,10.035299053499587
▁stra,10.035655243515162
sca,10.03584203461753
lear,10.036011560447273
mme,10.037961442530976
mall,10.038714011966746
▁mind,10.03949839650808
ape,10.039998502443717
girl,10.040012397846075
vel,10.040384171540941
bly,10.041465532770513
arg,10.041524676268311
▁most,10.041684729155694
▁hair,10.043209995589445
▁house,10.044608458206218
fing,10.044831835320068
nothi,10.04556514214754
nothin,10.04556514214754
nothing,10.04556514214754
▁pos,10.046505259539229
▁act,10.047176813652552
gon,10.047439262017344
ott,10.04779980339337
foun,10.049257294664688
cons,10.049902632472314
▁ai,10.050306180188533
▁liv,10.051264820046905
pect,10.051876301150457
opped,10.05335383239464
▁noth,10.053413683225264
▁nothi,10.053413683225264
▁nothin,10.053413683225264
▁nothing,10.053413683225264
rew,10.053624950087785
form,10.055083909199707
▁onc,10.055535419473946
▁once,10.055535419473946
▁fat,10.056417863831324
arte,10.056541468205666
▁care,10.05707490800409
finge,10.057587419480544
finger,10.057587419480544
dan,10.058790201589478
edi,10.058924720101906
cond,10.059292968588814
tee,10.060302806622214
crea,10.060593545526546
ppen,10.061402386055237
ann,10.061970384338114
▁scr,10.062023650721533
▁gir,10.062201225827392
▁girl,10.062201225827392
reach,10.063025587171735
appen,10.063342009680191
▁happe,10.064797419773747
▁happen,10.064797419773747
happe,10.064797419773747
happen,10.064797419773747
hip,10.067628898847833
sted,10.068296926601185
ims,10.069226477444829
next,10.069859781757975
lee,10.070192695670587
lv,10.07032159533312
▁nex,10.071281704314748
▁next,10.071281704314748
▁pri,10.072913854074343
kil,10.073053876657703
cted,10.073402223003677
tere,10.073574645467879
iev,10.073912392268783
▁stre,10.074013019753108
ethe,10.074261037856107
▁ent,10.07439765380731
found,10.075027047218738
ara,10.075664036906288
fig,10.07574683937385
dee,10.076932025765142
▁fing,10.077166347396084
▁finge,10.077166347396084
▁finger,10.077166347396084
lou,10.077584657860665
lke,10.077977884979644
▁fol,10.078360437693576
idn,10.078761192272868
ghte,10.07882258328488
hte,10.07882258328488
spec,10.079107920390934
thes,10.079516202378544
ical,10.07987042266389
alke,10.079906574646829
hold,10.080814417786154
▁ph,10.081824502425887
ier,10.082367980700134
stor,10.083027797860465
line,10.084584805889282
tua,10.086373454991213
ppo,10.08753852346154
lack,10.08772068808786
stoo,10.087775343947254
als,10.087800851037315
suc,10.088774250337277
▁foun,10.089708437644074
▁looki,10.090420611649145
▁lookin,10.090420611649145
▁looking,10.090420611649145
ldi,10.091422165237391
doe,10.091934295417442
does,10.091934295417442
rsel,10.092022115503415
owi,10.093479590814058
▁pres,10.093963444054683
sor,10.094311816699587
eali,10.094315484425614
owin,10.094520898555896
owing,10.094520898555896
clea,10.096978132375416
▁doe,10.098030454203338
▁does,10.098030454203338
▁suc,10.098420757024364
plan,10.098505465489184
▁fron,10.098597548046788
▁front,10.098597548046788
ctu,10.09923130599458
ream,10.099268164744483
rw,10.09931239703775
oman,10.100016691233204
▁imp,10.100990983287867
wall,10.101537592844984
umb,10.102224972072545
lor,10.102616915785571
▁wea,10.102849936268386
▁sit,10.103260628327268
far,10.104067703980734
▁fig,10.104075111360707
etter,10.104994051975849
▁mar,10.105227627103755
▁read,10.105498345900894
rip,10.107023899209732
ulle,10.107309967500269
rly,10.107518068578687
lai,10.10761098482962
zed,10.107982736191724
inn,10.108522021261576
sle,10.10891644133895
▁hom,10.109404100047087
dle,10.10941154706158
ref,10.110503134311596
bab,10.110540410885138
asi,10.112839331107036
home,10.113000005191212
▁frie,10.113407411012286
tie,10.113680353615647
kill,10.114342455420214
▁bit,10.114750408642246
ease,10.115192233761576
ori,10.115210959476665
leg,10.115364523568438
rms,10.115405727703092
fort,10.115604280515981
▁reach,10.115649241343869
avin,10.116320147110525
▁dra,10.116518881585048
▁found,10.116556383085113
hir,10.11673265897609
alked,10.116792674880323
lked,10.116792674880323
embe,10.116961488924552
east,10.118940613010404
▁home,10.118974446134162
▁mon,10.119500886619065
owl,10.12012169033523
tom,10.121469972985821
▁clea,10.122729509235782
hone,10.122891780429038
arri,10.123586447752867
▁gri,10.123862183222316
▁frien,10.124943194942794
▁friend,10.124943194942794
aving,10.124962104146471
▁insid,10.125813388596864
▁inside,10.125813388596864
insid,10.125813388596864
inside,10.125813388596864
mout,10.125942090187264
mouth,10.125942090187264
cia,10.126707070778156
